ID,Station Name,Distance,Line,Opened,Layout,Latitude,Longitude,WikiLink
220,Mandawali West Vinod Nagar,30.23,Pink,2018,Elevated,28.612,77.3089,https://en.wikipedia.org/wiki/Mandawali_-_West_Vinod_Nagar_metro_station
221,IP Extension,31.34,Pink,2018,Elevated,28.6196,77.3023,https://en.wikipedia.org/wiki/IP_Extension_metro_station
222,Anand Vihar,32.45,Pink,2018,Elevated,28.6456,77.3156,https://en.wikipedia.org/wiki/Anand_Vihar_metro_station
223,Karkarduma,33.56,Pink,2018,Elevated,28.6516,77.3035,https://en.wikipedia.org/wiki/Karkarduma_metro_station
224,Karkarduma Court,34.67,Pink,2018,Elevated,28.6534,77.2946,https://en.wikipedia.org/wiki/Karkarduma_Court_metro_station
225,Krishna Nagar,35.78,Pink,2018,Elevated,28.657,77.2739,https://en.wikipedia.org/wiki/Krishna_Nagar_metro_station_(Delhi)
226,East Azad Nagar,36.42,Pink,2018,Elevated,28.6582,77.2634,https://en.wikipedia.org/wiki/East_Azad_Nagar_metro_station
227,Welcome,37.53,Pink,2018,Elevated,28.6753,77.2779,https://en.wikipedia.org/wiki/Welcome_metro_station
228,Jaffrabad,38.64,Pink,2018,Elevated,28.6822,77.2608,https://en.wikipedia.org/wiki/Jaffrabad_metro_station
229,Maujpur Babarpur,39.75,Pink,2018,Elevated,28.6887,77.2549,https://en.wikipedia.org/wiki/Maujpur_-_Babarpur_metro_station
230,Gokulpuri,40.86,Pink,2018,Elevated,28.6984,77.2647,https://en.wikipedia.org/wiki/Gokulpuri_metro_station
231,Johri Enclave,41.97,Pink,2018,Elevated,28.7029,77.2684,https://en.wikipedia.org/wiki/Johri_Enclave_metro_station
232,Shiv Vihar,43.08,Pink,2018,Elevated,28.7099,77.2724,https://en.wikipedia.org/wiki/Shiv_Vihar_metro_station
125,Greater Kailash,9.19,Violet,2018,Underground,28.5397,77.2374,https://en.wikipedia.org/wiki/Greater_Kailash_metro_station
141,Raja Nahar Singh,30.1,Violet,2018,Elevated,28.3889,77.3149,https://en.wikipedia.org/wiki/Raja_Nahar_Singh_metro_station
111,Noida Sector 34,49.6,Blue,2019,Elevated,28.5343,77.3409,https://en.wikipedia.org/wiki/Noida_Sector_34_metro_station
112,Noida Sector 52,51.1,Blue,2019,Elevated,28.5337,77.341,https://en.wikipedia.org/wiki/Noida_Sector_52_metro_station
113,Noida Sector 61,52.31,Blue,2019,Elevated,28.5413,77.3604,https://en.wikipedia.org/wiki/Noida_Sector_61_metro_station
114,Noida Sector 59,53.43,Blue,2019,Elevated,28.5547,77.3633,https://en.wikipedia.org/wiki/Noida_Sector_59_metro_station
115,Noida Sector 62,54.81,Blue,2019,Elevated,28.571,77.3605,https://en.wikipedia.org/wiki/Noida_Sector_62_metro_station
116,Noida Electronic City,55.97,Blue,2019,Elevated,28.5898,77.3533,https://en.wikipedia.org/wiki/Noida_Electronic_City_metro_station
233,Dwarka,0.0,Grey,2019,Elevated,28.597,77.0844,https://en.wikipedia.org/wiki/Dwarka_metro_station
240,Nangli,2.0,Grey,2019,Elevated,28.617239,77.0104,https://en.wikipedia.org/wiki/Nangli_metro_station
235,Najafgarh,3.81,Grey,2019,Elevated,28.61255,76.986508,https://en.wikipedia.org/wiki/Najafgarh_metro_station
1,Shaheed Sthal (New Bus Adda),0.0,Red,2019,Elevated,28.7186,77.4538,https://en.wikipedia.org/wiki/Shaheed_Sthal_metro_station
2,Hindon River,1.48,Red,2019,Elevated,28.7139,77.4398,https://en.wikipedia.org/wiki/Hindon_River_metro_station
3,Arthala,2.93,Red,2019,Elevated,28.7086,77.4258,https://en.wikipedia.org/wiki/Arthala_metro_station
4,Mohan Nagar,4.35,Red,2019,Elevated,28.7024,77.4105,https://en.wikipedia.org/wiki/Mohan_Nagar_metro_station
5,Shyam Park,5.84,Red,2019,Elevated,28.6947,77.3956,https://en.wikipedia.org/wiki/Shyam_Park_metro_station
6,Major Mohit Sharma Rajendra Nagar,7.12,Red,2019,Elevated,28.6872,77.3825,https://en.wikipedia.org/wiki/Major_Mohit_Sharma_Rajendra_Nagar_metro_station
7,Raj Bagh,8.61,Red,2019,Elevated,28.6797,77.3677,https://en.wikipedia.org/wiki/Raj_Bagh_metro_station
8,Shaheed Nagar,10.11,Red,2019,Elevated,28.6746,77.3551,https://en.wikipedia.org/wiki/Shaheed_Nagar_metro_station
234,Dhansa Bus Stand,5.2,Grey,2021,Elevated,28.61191,76.97848,https://en.wikipedia.org/wiki/Dhansa_Bus_Stand_metro_station
239,Punjabi Bagh West,3.73,Green,2022,Elevated,28.6728,77.1392,https://en.wikipedia.org/wiki/Punjabi_Bagh_West_metro_station
